Name,Speciality,Treats,Hospital,Profile
"Raymond Chung, MD","['Autoimmune hepatitis, Autoimmune liver disease', 'Hepatitis B virus (HBV)', 'Hepatitis C virus (HCV)', 'Liver cancer', 'Liver disease / Hepatology', 'Liver transplant', 'Non-alcoholic fatty liver disease']",['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/16482/Raymond-Chung
"Daniel Chung, MD","['Colon cancer screening', 'Familial adenomatous polyposis / Gardner syndrome', 'Familial pancreatic cancer', 'Hereditary colon cancer', 'Hereditary diffuse gastric cancer', 'Lynch syndrome']",['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/16378/Daniel-Chung
"Megan Church, MD",[],['Pediatrics'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/20522/Megan-Church
"Tim Churchill, MD","['Aortic Disease', ""Athlete's heart"", 'Echocardiography', 'Exercise physiology', 'Exercise testing', 'Hypertrophic cardiomyopathy', 'Sports Cardiology', 'Valvular heart disease']",['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/20927/Timothy-Churchill
"Bart Chwalisz, MD","['Blepharospasm, hemifacial spasm and facial movement disorders', 'Checkpoint Inhibitor Complications', 'CNS Vasculitis and CAA-related Inflammation', 'Diplopia', 'Headache, eye pain and facial pain', 'Multiple Sclerosis', 'Myasthenia gravis', 'Myelin Oligodendrocyte Glycoprotein Antibody Disease', 'Neuro-immunology / Autoimmune Neurology', 'Neuro-infectious Diseases', 'Neuromyelitis Optica Spectrum Disorders', 'Neuro-ophthalmology', 'Optic neuritis', 'Pseudotumor Cerebri Syndrome', 'Skull Base Medicine']",['Adult & Pediatrics'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/20182/Bart-Chwalisz
"Andrea Ciaranello, MD",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/18601/Andrea-Ciaranello
"Gloria Ciccone, MD","['Newborn care', 'Pediatric endocrinology', 'Pediatric Nutrition and Growth Disorders']",['Pediatrics'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/18253/Gloria-Ciccone
"Joseph Ciolino, MD","['Cataract', 'Cornea and external diseases']",['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/18364/Joseph-Ciolino
"Diana Cirstea, MD","['AL Amyloidosis', 'Monoclonal gammopathy of unknown significance', 'Multiple myeloma']",['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/22947/Diana-Cirstea
"Barbara Civiello, MD",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/23841/Barbara-Civiello
"Sevdenur Cizginer Konuk, MD, MPH",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/23151/Sevdenur-Cizginer-Konuk
"Christopher Clancy, MD",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/23520/Christopher-Clancy
"Mark Clapp, MD, MPH","['Access to Healthcare', 'Health care policy', 'High risk pregnancy', 'Labor management', 'Multiple gestation', 'Obstetric outcomes research', 'Preterm Birth', 'Quality and safety']",['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/20660/Mark-Clapp
"Amy Clara, PsyD",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/20859/Amy-Clara
"Nisse Clark, MD, MPH","['Abnormal Uterine Bleeding', 'Endometriosis', 'Fibroids', 'Hysterectomy', 'Hysteroscopy', 'Laparoscopic / Minimally Invasive Surgery', 'Myomectomy', 'Ovarian masses/cysts', 'Pelvic Pain']",['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/20512/Nisse-Clark
"Jeffrey Clark, MD","['Clinical trials of new agents', 'especially GI neoplasms']",['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/17076/Jeffrey-Clark
